group,metric,n,period,post_sig_count,post_sig_pct,trend_sig_count,trend_sig_pct,post_pos_sig_pct,post_neg_sig_pct,trend_pos_sig_pct,trend_neg_sig_pct,post_pos_share_among_sig,trend_pos_share_among_sig,mean_coef_post,median_coef_post,mean_coef_trend,median_coef_trend,mean_coef_post_sig_only,mean_coef_trend_sig_only
Java,files_touched_per_commit,6,weeks,0,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,,0.0,-3.5097673121328268,-2.8249030288160597,-0.2836103138062552,-0.17255490564888526,,-0.5406832199509908
Ocaml,files_touched_per_commit,1,weeks,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,-11.334080193631465,-11.334080193631465,-0.28955917364472833,-0.28955917364472833,,
Bash,files_touched_per_commit,55,weeks,3,0.05454545454545454,3,0.05454545454545454,0.03636363636363636,0.01818181818181818,0.0,0.05454545454545454,0.6666666666666666,0.0,-0.10530323152659547,-0.18137252673844814,0.04734649243710324,8.421748166627146e-06,-0.28029749884028143,-0.16807308356520742
PHP,files_touched_per_commit,2,weeks,0,0.0,1,0.5,0.0,0.0,0.0,0.5,,0.0,-0.3611370199188359,-0.3611370199188359,-0.4176841255445505,-0.4176841255445505,,-0.732780521928229
C,files_touched_per_commit,13,weeks,1,0.07692307692307693,0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,,-8.18274956832383,-1.2072172791058857,-1.4259220279570313,-0.030358038110843606,-1.1575679765739701,
Dart,files_touched_per_commit,6,weeks,1,0.16666666666666666,3,0.5,0.16666666666666666,0.0,0.0,0.5,1.0,0.0,-0.753384359581387,-0.7208543700938184,-0.05956058311169806,-0.21236669241822698,6.732281137065604,-0.2858762555588375
CSS,files_touched_per_commit,43,weeks,1,0.023255813953488372,6,0.13953488372093023,0.0,0.023255813953488372,0.06976744186046512,0.06976744186046512,0.0,0.5,-0.6925593009319446,-0.44287907136165056,0.008999507131392893,0.009426756681005309,-0.9801509154217967,0.01908265509593292
Elixir,files_touched_per_commit,1,weeks,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,-8.263691157795392,-8.263691157795392,-0.433007471564546,-0.433007471564546,,
Swift,files_touched_per_commit,4,weeks,1,0.25,0,0.0,0.0,0.25,0.0,0.0,0.0,,-0.6330724993575385,-0.5520773651981054,0.04917118934490952,0.0510898598061206,-1.472711301818572,
All,files_touched_per_commit,115,weeks,10,0.08695652173913043,18,0.1565217391304348,0.02608695652173913,0.06086956521739131,0.017391304347826087,0.1391304347826087,0.3,0.1111111111111111,-2.6924209673315063,-1.332888965658856,0.4203727863541679,-0.12800038421152615,-3.0536855450373865,-0.24440996248524904
