repository,url,branch,branch_hash,artifact_original_name,artifact_creation_commit,artifact_creation_date,commits_before,commits_after,total_commits
agents,https://github.com/inkeep/agents.git,main,ac41b5fbaa03506f84c92074d28e24194e97dba96a0bcbe3f894d3aa,CLAUDE.md,c39fdd0d48b6758b8fe656eb52d530e393baaeff,2025-09-05 05:34:49,0,2222,2222
agentsys,https://github.com/avifenesh/agentsys.git,main,63342d369296a0d943aad6f2d95d9cbdfe2ff8fb0560b091f779c7f4,CLAUDE.md,3406262fd93e1c3da5745d648d5ad00ce6b0e668,2026-01-18 11:32:52,88,510,598
any-llm,https://github.com/mozilla-ai/any-llm.git,main,3513dc2a8a28d120d2f5ff00925e394d1e41c27756cb44ac3a9f386b,AGENTS.md,9c3ca9cddc0c3949837303b8e5ffd4480c4a9369,2026-01-07 11:50:15,536,37,573
aprender,https://github.com/paiml/aprender.git,main,fd7254ed1c48fac9d88b148a4133c126a03dede1939358d820700cf1,CLAUDE.md,dd57e7a22d0a48c986c7f124bc18a655b862b0c1,2025-11-18 11:03:09,1,1688,1689
arcane,https://github.com/getarcaneapp/arcane.git,main,949fe1e8e0d5e5d913b65cff8eb23ecded662e33a3a38872b82dc5a6,copilot-instructions.md,b3b46979fd6485ee4778d9ed2d5c1ee3c3670fdf,2025-06-13 13:43:44,349,1557,1906
arcticdb,https://github.com/man-group/arcticdb.git,master,20247635f459e023ef82a3d955cd701f18e45b58f4c0aa30c872a40d,CLAUDE.md,cbf621631ea11281a4568a14e22446088ca1e89c,2026-01-22 11:55:57,1812,35,1847
arena,https://github.com/openforis/arena.git,master,3ad90ebbb98e0ee450b157f03a5172b4fd87c0906e9a317704a3c0d1,CLAUDE.md,3e982a39603a428d89a5572795221e6a99a72edb,2025-10-14 14:33:32,7901,87,7988
astra,https://github.com/slackhq/astra.git,master,7b9a08fb2c76ecbec8c2dc68244c50c8a9bb0bbd6b10b0730093d9b1,CLAUDE.md,636e4f511c46fd56c2b3fc544906d6a03569713a,2025-06-12 08:21:45,1050,180,1230
auto-claude,https://github.com/andymik90/auto-claude.git,develop,13e591eb88a84f14b4a48b371d7d8cb885b9a5d7737925566f4d5ea4,CLAUDE.md,109dde613b2a6e5565b18ede2bcc7d5dd76868fc,2025-12-11 10:18:53,44,834,878
awesome-claude-code,https://github.com/hesreallyhim/awesome-claude-code.git,main,76258acc804b669827287b8e78a41473767cc2cde351632091c43ff0,CLAUDE.md,269f82ff04c4652991917f4e07df797e013ae8ad,2025-05-22 11:42:23,28,694,722
awesome-copilot,https://github.com/github/awesome-copilot.git,main,9e78dcbc7dc13ae311a8eb90682d71416f6fd401760b36afa8167d3a,AGENTS.md,576d486c734a86a4c24c11c68c040428c8b2f9b0,2025-12-11 00:08:26,388,730,1118
awesome-semantic-web,https://github.com/semantalytics/awesome-semantic-web.git,master,b99f2a2dc0fd5e578c3f673266796660d48084acc1cf09aa5ec87c84,CLAUDE.md,2ca41c1debca5554d3ddcf8d9f20705e670f6636,2025-07-20 16:59:04,894,24,918
azle,https://github.com/demergent-labs/azle.git,main,0f4d965c9f63a5f95e2e5981c50f53d17f78591ca8a2e145af265918,copilot-instructions.md,5dc1d178275b06ffc36179f00e21b073f3397762,2025-05-19 20:57:10,8235,1423,9658
