extension,file_count,will_include,grouping,description
"""vtk""",2,FALSE,,
"""claude""",2,FALSE,,
"""tmp_todo_probe""",2,FALSE,,
"""slint""",2,FALSE,,
"""projitems""",2,FALSE,,
"""shproj""",2,FALSE,,
"""ghw""",2,FALSE,,
"""groovy""",2,FALSE,,
"""compose""",2,FALSE,,
"""icls""",2,FALSE,,
"""wxl""",2,FALSE,,
"""cer""",2,FALSE,,
"""htm""",2,FALSE,,
"""functions""",2,FALSE,,
"""xproj~head""",2,FALSE,,
""" moved tests, namespace renames""",2,FALSE,,
"""diagsession""",2,FALSE,,
"""sglang""",2,FALSE,,
"""vllm""",2,FALSE,,
"""conllu""",2,FALSE,,
"""terraformignore""",2,FALSE,,
"""docx""",2,FALSE,,
"""doc""",2,FALSE,,
"""ve""",2,FALSE,,
"""text""",2,FALSE,,
"""what""",2,FALSE,,
"""tr""",2,FALSE,,
"""gdnbaselines""",2,FALSE,,
"""nycrc""",2,FALSE,,
"""ai""",2,FALSE,,
"""node""",2,FALSE,,
"""menhir""",2,FALSE,,
"""12""",2,FALSE,,
"""ctf""",2,FALSE,,
"""dune""",2,FALSE,,
"""upstream""",2,FALSE,,
"""sql """,2,FALSE,,
"""globalconfig""",2,FALSE,,
"""canvas""",1,FALSE,,
"""xdhpuelx""",1,FALSE,,
"""xqmfgoxx""",1,FALSE,,
"""xppbfqqx""",1,FALSE,,
"""xdiuqnrx""",1,FALSE,,
"""xiazuuhx""",1,FALSE,,
"""xtocblgx""",1,FALSE,,
"""xridwgmx""",1,FALSE,,
"""postcss""",1,FALSE,,
"""gitattribute""",1,FALSE,,
"""copyright""",1,FALSE,,
"""md typo ralph wiggum""",1,FALSE,,
"""empty""",1,FALSE,,
"""sai""",1,FALSE,,
"""fastq1""",1,FALSE,,
"""b""",1,FALSE,,
"""03""",1,FALSE,,
"""_ignore""",1,FALSE,,
"""macosx""",1,FALSE,,
"""linux64""",1,FALSE,,
"""region""",1,FALSE,,
"""eb""",1,FALSE,,
"""cpickle""",1,FALSE,,
"""env-template""",1,FALSE,,
"""db-journal""",1,FALSE,,
"""tiling""",1,FALSE,,
"""coolify-logo""",1,FALSE,,
"""retry""",1,FALSE,,
"""m8""",1,FALSE,,
"""xugofktx""",1,FALSE,,
"""profraw""",1,FALSE,,
"""5649""",1,FALSE,,
"""5835""",1,FALSE,,
"""storedata""",1,FALSE,,
"""index""",1,FALSE,,
"""etypes""",1,FALSE,,
"""creq""",1,FALSE,,
"""kicad""",1,FALSE,,
"""placeholder""",1,FALSE,,
"""kicad_pcb""",1,FALSE,,
"""kicad_pro""",1,FALSE,,
"""kicad_sch""",1,FALSE,,
"""wad""",1,FALSE,,
"""kicad_dual""",1,FALSE,,
"""state""",1,FALSE,,
"""cloud""",1,FALSE,,
"""fmi""",1,FALSE,,
"""jdb""",1,FALSE,,
"""kdb""",1,FALSE,,
"""complete""",1,FALSE,,
"""sorted""",1,FALSE,,
"""gzip""",1,FALSE,,
"""tpp""",1,FALSE,,
"""tftpl""",1,FALSE,,
"""yaml#""",1,FALSE,,
"""hnswlib""",1,FALSE,,
"""features""",1,FALSE,,
"""ci""",1,FALSE,,
"""ipxe""",1,FALSE,,
"""image""",1,FALSE,,
"""rdoc""",1,FALSE,,
"""rbenv-version""",1,FALSE,,
"""rvmrc""",1,FALSE,,
"""eslintignore-circle""",1,FALSE,,
"""rake_commit""",1,FALSE,,
"""ruby""",1,FALSE,,
"""skip_tests""",1,FALSE,,
"""bitmap""",1,FALSE,,
"""tera""",1,FALSE,,
"""license""",1,FALSE,,
"""swarm-id""",1,FALSE,,
"""latest""",1,FALSE,,
"""backup-20250702-180919""",1,FALSE,,
"""node18""",1,FALSE,,
"""node22""",1,FALSE,,
"""node20""",1,FALSE,,
"""claude-simulator""",1,FALSE,,
"""mcp-stdio-test""",1,FALSE,,
"""test-runner""",1,FALSE,,
"""test-pr34""",1,FALSE,,
"""test-pr34-compatibility""",1,FALSE,,
"""rust-analyzer""",1,FALSE,,
"""fcb""",1,FALSE,,
"""cvs""",1,FALSE,,
"""ubuntu20""",1,FALSE,,
"""cat""",1,FALSE,,
"""ubuntu20-mcp-test""",1,FALSE,,
"""archived""",1,FALSE,,
"""gotmpl""",1,FALSE,,
"""line""",1,FALSE,,
"""lzo""",1,FALSE,,
"""mockmaker""",1,FALSE,,
"""jvmopts""",1,FALSE,,
"""cargo-ok""",1,FALSE,,
"""configure""",1,FALSE,,
"""omn""",1,FALSE,,
"""xcode-version""",1,FALSE,,
"""riv""",1,FALSE,,
"""dbc""",1,FALSE,,
"""windows-10-sdk-version""",1,FALSE,,
"""yarnclean""",1,FALSE,,
"""jsdisabled""",1,FALSE,,
"""jit""",1,FALSE,,
"""checks""",1,FALSE,,
"""runtime""",1,FALSE,,
"""rgba""",1,FALSE,,
"""opus""",1,FALSE,,
"""bak2""",1,FALSE,,
"""gitattributes """,1,FALSE,,
"""apply_patch_wrapper_test""",1,FALSE,,
"""tests""",1,FALSE,,
"""toxiproxy""",1,FALSE,,
"""ignore_force_update""",1,FALSE,,
"""wt-upstream-merge-clean""",1,FALSE,,
"""replit""",1,FALSE,,
"""-""",1,FALSE,,
"""vite-port""",1,FALSE,,
"""njsproj""",1,FALSE,,
"""esproj""",1,FALSE,,
"""envsubst""",1,FALSE,,
"""ncrunchsolution""",1,FALSE,,
"""history""",1,FALSE,,
"""_""",1,FALSE,,
"""cline-rules""",1,FALSE,,
"""web""",1,FALSE,,
"""dds""",1,FALSE,,
"""dib""",1,FALSE,,
"""emf""",1,FALSE,,
"""exif""",1,FALSE,,
"""heif""",1,FALSE,,
"""j2c""",1,FALSE,,
"""jp2""",1,FALSE,,
"""jpc""",1,FALSE,,
"""jpe""",1,FALSE,,
"""jxr""",1,FALSE,,
"""pbm""",1,FALSE,,
"""pcx""",1,FALSE,,
"""pgm""",1,FALSE,,
"""ppm""",1,FALSE,,
"""rle""",1,FALSE,,
"""tga""",1,FALSE,,
"""wdp""",1,FALSE,,
"""wmp""",1,FALSE,,
"""ods""",1,FALSE,,
"""odp""",1,FALSE,,
"""server""",1,FALSE,,
"""hgignore""",1,FALSE,,
"""launch""",1,FALSE,,
"""access""",1,FALSE,,
"""password""",1,FALSE,,
"""jsdtscope""",1,FALSE,,
"""container""",1,FALSE,,
"""js__to_fix""",1,FALSE,,
"""js__""",1,FALSE,,
"""springbeans""",1,FALSE,,
"""wsdl""",1,FALSE,,
"""refresh""",1,FALSE,,
"""todelete""",1,FALSE,,
"""csv#""",1,FALSE,,
"""js~master""",1,FALSE,,
"""dockerignore_old""",1,FALSE,,
"""lintr""",1,FALSE,,
"""yamllint-config""",1,FALSE,,
"""rspec_status""",1,FALSE,,
"""yardopts""",1,FALSE,,
"""makefile""",1,FALSE,,
"""cvsignore""",1,FALSE,,
"""mar""",1,FALSE,,
"""win32""",1,FALSE,,
"""htex""",1,FALSE,,
"""rej""",1,FALSE,,
"""component""",1,FALSE,,
"""help""",1,FALSE,,
"""itz""",1,FALSE,,
"""goosehints""",1,FALSE,,
"""agents""",1,FALSE,,
"""sourceignore""",1,FALSE,,
"""inf""",1,FALSE,,
"""mmm""",1,FALSE,,
"""tsxx""",1,FALSE,,
"""ps""",1,FALSE,,
"""sublime-workspace""",1,FALSE,,
"""smithery""",1,FALSE,,
"""f""",1,FALSE,,
"""alt""",1,FALSE,,
"""wsgi""",1,FALSE,,
"""exp2""",1,FALSE,,
"""mingw""",1,FALSE,,
"""msvc""",1,FALSE,,
"""prototools""",1,FALSE,,
"""hgrc""",1,FALSE,,
"""add""",1,FALSE,,
"""pws""",1,FALSE,,
"""emacs""",1,FALSE,,
"""elc""",1,FALSE,,
"""condarc""",1,FALSE,,
"""scpt""",1,FALSE,,
"""hunspell_en_us""",1,FALSE,,
"""xonshrc""",1,FALSE,,
"""xinputrc""",1,FALSE,,
"""keytab""",1,FALSE,,
"""0-turbo-8k-preview""",1,FALSE,,
"""sc""",1,FALSE,,
"""msvc64""",1,FALSE,,
"""vcs""",1,FALSE,,
"""clean""",1,FALSE,,
"""installed""",1,FALSE,,
"""rslide""",1,FALSE,,
"""mlbuild""",1,FALSE,,
"""boot""",1,FALSE,,
"""mlast""",1,FALSE,,
"""difyignore""",1,FALSE,,
"""mltop""",1,FALSE,,
"""shared""",1,FALSE,,
"""markuplintrc""",1,FALSE,,
"""auto-build-status""",1,FALSE,,
"""auto-claude-status""",1,FALSE,,
"""okbad""",1,FALSE,,
"""one""",1,FALSE,,
"""several""",1,FALSE,,
"""toplevel""",1,FALSE,,
"""svnignore""",1,FALSE,,
"""mingw64""",1,FALSE,,
"""importlinter""",1,FALSE,,
"""flutter-plugins""",1,FALSE,,
"""flutter-plugins-dependencies""",1,FALSE,,
"""lhignore""",1,FALSE,,
"""noboot""",1,FALSE,,
"""apk""",1,FALSE,,
"""llm-repo-instructions""",1,FALSE,,
"""ocp-indent""",1,FALSE,,
"""switch-compiler""",1,FALSE,,
"""uai""",1,FALSE,,
"""vscode""",1,FALSE,,
"""vlc""",1,FALSE,,
"""jsbeautifyrc""",1,FALSE,,
"""sketch3""",1,FALSE,,
"""dlambda""",1,FALSE,,
"""standalone""",1,FALSE,,
"""res""",1,FALSE,,
"""cuda""",1,FALSE,,
"""scratch""",1,FALSE,,
"""oc9""",1,FALSE,,
"""merlin""",1,FALSE,,
"""arm""",1,FALSE,,
"""dparsetree""",1,FALSE,,
"""sources""",1,FALSE,,
"""slim""",1,FALSE,,
"""pipeline-test""",1,FALSE,,
"""deps""",1,FALSE,,
"""build2""",1,FALSE,,
"""sequelizerc""",1,FALSE,,
"""vscodeinsiders""",1,FALSE,,
"""typora""",1,FALSE,,
"""vsce""",1,FALSE,,
"""tigrc""",1,FALSE,,
"""keka""",1,FALSE,,
"""iina""",1,FALSE,,
"""desktopbeta""",1,FALSE,,
"""spacevim""",1,FALSE,,
"""spacemacs""",1,FALSE,,
"""gitnow""",1,FALSE,,
"""illustrator""",1,FALSE,,
"""xd""",1,FALSE,,
"""affinitydesigner""",1,FALSE,,
"""json2""",1,FALSE,,
"""nirc""",1,FALSE,,
"""trivyignore""",1,FALSE,,
"""tools""",1,FALSE,,
"""mlno""",1,FALSE,,
"""single-bucket-example""",1,FALSE,,
"""build_ubuntu_2020""",1,FALSE,,
"""srl""",1,FALSE,,
"""graffle""",1,FALSE,,
"""bpe""",1,FALSE,,
"""silent-compilation""",1,FALSE,,
"""ml-flat""",1,FALSE,,
"""ml-noflat""",1,FALSE,,
"""unprefix""",1,FALSE,,
"""check-program-output""",1,FALSE,,
"""gitconfig-local""",1,FALSE,,
"""stow-local-ignore""",1,FALSE,,
"""stow-global-ignore""",1,FALSE,,
"""tmp0hsm86""",1,FALSE,,
"""tmp2crfyq""",1,FALSE,,
"""tmp361pqj""",1,FALSE,,
"""tmpbnjph6""",1,FALSE,,
"""tmpggyydb""",1,FALSE,,
"""tmpgkuhcl""",1,FALSE,,
"""tmphlcwxg""",1,FALSE,,
"""tmpji5tzk""",1,FALSE,,
"""tmpl4w6ov""",1,FALSE,,
"""tmpmi8wvg""",1,FALSE,,
"""tmpphrxtf""",1,FALSE,,
"""tmpquhbmz""",1,FALSE,,
"""tmpr3mdnb""",1,FALSE,,
"""tmprybnlk""",1,FALSE,,
"""tmptqlfl8""",1,FALSE,,
"""tmpvtuot5""",1,FALSE,,
"""tmpd1sbug""",1,FALSE,,
"""tmpikcbj9""",1,FALSE,,
"""tmpkzjnib""",1,FALSE,,
"""tmplctlph""",1,FALSE,,
"""tmpp818pm""",1,FALSE,,
"""tmpr2ptst""",1,FALSE,,
"""tmpsw9i7d""",1,FALSE,,
"""tmpusnelu""",1,FALSE,,
"""tmpwelovg""",1,FALSE,,
"""affinitydesigner2""",1,FALSE,,
"""shottr""",1,FALSE,,
"""windsurf""",1,FALSE,,
"""bambu-studio""",1,FALSE,,
"""openscad""",1,FALSE,,
"""autodesk-fusion""",1,FALSE,,
"""vil""",1,FALSE,,
"""orca-slicer""",1,FALSE,,
"""shapr""",1,FALSE,,
"""ghsl""",1,FALSE,,
"""lll""",1,FALSE,,
"""cccss""",1,FALSE,,
"""exosyphon""",1,FALSE,,
"""quicktimeplayerx""",1,FALSE,,
"""affinityphoto2""",1,FALSE,,
"""affinitypublisher2""",1,FALSE,,
"""affinity""",1,FALSE,,
"""photoshop""",1,FALSE,,
"""maccleanerrc""",1,FALSE,,
"""deb""",1,FALSE,,
"""textile~head""",1,FALSE,,
"""slugignore""",1,FALSE,,
"""cproject""",1,FALSE,,
"""pydevproject""",1,FALSE,,
"""swift-version""",1,FALSE,,
"""tagpr""",1,FALSE,,
"""gn""",1,FALSE,,
"""bk1""",1,FALSE,,
"""bk2""",1,FALSE,,
"""draft_h""",1,FALSE,,
"""processor""",1,FALSE,,
"""7-full-system-message-with-all-tools""",1,FALSE,,
"""pytest-runtimes""",1,FALSE,,
"""factorypath""",1,FALSE,,
"""driver""",1,FALSE,,
"""lck""",1,FALSE,,
"""5-sonnet-learning-style""",1,FALSE,,
"""5""",1,FALSE,,
"""staging""",1,FALSE,,
"""antigen""",1,FALSE,,
"""gdbinit""",1,FALSE,,
"""tmux-powerlinerc""",1,FALSE,,
"""dircolors""",1,FALSE,,
"""zplug""",1,FALSE,,
"""plugin""",1,FALSE,,
"""pluginconf""",1,FALSE,,
"""gohtml""",1,FALSE,,
"""bashrsignore""",1,FALSE,,
"""intentdefinition""",1,FALSE,,
"""en""",1,FALSE,,
"""clinerules-2025-01-07""",1,FALSE,,
"""liquidpromptrc""",1,FALSE,,
"""gitk""",1,FALSE,,
"""xresources""",1,FALSE,,
"""stowrc""",1,FALSE,,
"""viminfo""",1,FALSE,,
"""streamdeckprofile""",1,FALSE,,
"""xprofile""",1,FALSE,,
"""27261""",1,FALSE,,
"""kbx""",1,FALSE,,
"""gitmessage""",1,FALSE,,
"""aichaku-project""",1,FALSE,,
"""aichaku-behavior""",1,FALSE,,
"""fml""",1,FALSE,,
"""gaps""",1,FALSE,,
"""db-info""",1,FALSE,,
"""snip""",1,FALSE,,
"""virc""",1,FALSE,,
"""gitconfig_shared""",1,FALSE,,
"""manylinux2014""",1,FALSE,,
"""xbindkeysrc""",1,FALSE,,
"""pam_environment""",1,FALSE,,
"""quirks""",1,FALSE,,
"""i3""",1,FALSE,,
"""sway""",1,FALSE,,
"""rdata""",1,FALSE,,
"""gitleaksignore""",1,FALSE,,
"""azw3""",1,FALSE,,
"""epub""",1,FALSE,,
"""fb2""",1,FALSE,,
"""mobi""",1,FALSE,,
"""rmarkdown""",1,FALSE,,
"""llm-tools-version""",1,FALSE,,
"""deadcodeignore""",1,FALSE,,
"""linguirc""",1,FALSE,,
"""resurrect""",1,FALSE,,
"""hwk""",1,FALSE,,
"""manylinux2014_aarch64""",1,FALSE,,
"""manylinux2_28""",1,FALSE,,
"""manylinux2_28_aarch64""",1,FALSE,,
"""linkignore""",1,FALSE,,
"""lycheeignore""",1,FALSE,,
"""yuck""",1,FALSE,,
"""kvconfig""",1,FALSE,,
"""prediction-mode""",1,FALSE,,
"""aprc""",1,FALSE,,
"""pryrc""",1,FALSE,,
"""psqlrc""",1,FALSE,,
"""glacieruploaderrc""",1,FALSE,,
"""autosave""",1,FALSE,,
"""tern-config""",1,FALSE,,
"""zsh_favlist""",1,FALSE,,
"""moprc""",1,FALSE,,
"""gist-vim""",1,FALSE,,
"""datasourceregister""",1,FALSE,,
"""ghstackrc""",1,FALSE,,
"""default-node-packages""",1,FALSE,,
"""aider""",1,FALSE,,
"""rbs""",1,FALSE,,
"""vpn-test""",1,FALSE,,
"""workspace""",1,FALSE,,
"""nimble-link""",1,FALSE,,
"""paths""",1,FALSE,,
"""processors""",1,FALSE,,
"""rs_""",1,FALSE,,
"""nxt""",1,FALSE,,
"""nxignore""",1,FALSE,,
"""startlock""",1,FALSE,,
"""corrupt-backup""",1,FALSE,,
"""jq-warning-shown""",1,FALSE,,
"""backup-20251118-204328""",1,FALSE,,
"""backup-20251118-203718""",1,FALSE,,
"""fsproj""",1,FALSE,,
"""fs""",1,FALSE,,
"""rs_toreenable""",1,FALSE,,
"""configurator""",1,FALSE,,
"""pending-task-633e416f-6f4f-40d6-be7d-7d4ab3586a79""",1,FALSE,,
"""sdkmanrc""",1,FALSE,,
"""skill-start-28b2aef4-6157-45f1-8fcd-4368eca7b667-fetch-library-docs""",1,FALSE,,
"""pending-task-44239c17-40e8-4aec-85b3-29e731f3d297""",1,FALSE,,
"""start-ac8e388""",1,FALSE,,
"""pending-task-6428d27c-cc31-4ffc-bc44-7724e5aa1fa6""",1,FALSE,,
"""yamllint""",1,FALSE,,
"""exports = {
          rules: {
            unknownfields: 'warning'
          },
          maliciousfunction: function() {
            return 'dangerous';
          }
        };
      """,1,FALSE,,
"""backup-2025-08-18t13-22-40-583z""",1,FALSE,,
"""backup-2025-08-18t13-22-41-315z""",1,FALSE,,
"""backup-2025-08-18t13-22-42-062z""",1,FALSE,,
"""backup-2025-08-18t13-22-45-602z""",1,FALSE,,
"""backup-2025-08-18t13-22-44-203z""",1,FALSE,,
"""backup-2025-08-22t04-30-42-330z""",1,FALSE,,
"""backup-2025-08-18t13-22-43-503z""",1,FALSE,,
"""backup-2025-08-18t13-22-35-436z""",1,FALSE,,
"""backup-2025-08-22t04-30-39-374z""",1,FALSE,,
"""backup-2025-08-18t13-22-39-533z""",1,FALSE,,
"""backup-2025-08-22t04-30-40-954z""",1,FALSE,,
"""backup-2025-08-18t13-22-38-712z""",1,FALSE,,
"""backup-2025-08-22t04-30-40-204z""",1,FALSE,,
"""backup-2025-08-18t13-22-46-377z""",1,FALSE,,
"""backup-2025-08-22t04-30-44-126z""",1,FALSE,,
"""backup-2025-08-18t13-22-47-773z""",1,FALSE,,
"""backup-2025-08-18t13-22-48-445z""",1,FALSE,,
"""backup-2025-08-22t04-30-45-314z""",1,FALSE,,
"""backup-2025-08-18t13-22-47-096z""",1,FALSE,,
"""backup-2025-08-27t17-26-28-065z""",1,FALSE,,
"""backup-2025-08-27t17-26-28-897z""",1,FALSE,,
"""backup-2025-08-27t17-26-29-691z""",1,FALSE,,
"""backup-2025-08-27t17-26-30-481z""",1,FALSE,,
"""defaults""",1,FALSE,,
"""schema""",1,FALSE,,
"""remarkignore""",1,FALSE,,
"""swcrc""",1,FALSE,,
"""qwoff""",1,FALSE,,
"""note""",1,FALSE,,
"""dcf""",1,FALSE,,
"""rda""",1,FALSE,,
"""rhel7""",1,FALSE,,
"""curl""",1,FALSE,,
"""me""",1,FALSE,,
"""single""",1,FALSE,,
"""txtr""",1,FALSE,,
"""namespace""",1,FALSE,,
"""kubeconfig""",1,FALSE,,
"""inv""",1,FALSE,,
"""skillsignore""",1,FALSE,,
"""vh""",1,FALSE,,
"""jss""",1,FALSE,,
"""brd""",1,FALSE,,
"""mdp""",1,FALSE,,
"""itp""",1,FALSE,,
"""syso""",1,FALSE,,
"""command""",1,FALSE,,
"""sketch""",1,FALSE,,
"""envs""",1,FALSE,,
"""import-restrictions""",1,FALSE,,
"""readonly""",1,FALSE,,
"""srt""",1,FALSE,,
"""force""",1,FALSE,,
"""pack""",1,FALSE,,
"""i""",1,FALSE,,
"""stop""",1,FALSE,,
"""goreleaser""",1,FALSE,,
"""dp""",1,FALSE,,
"""vdocignore""",1,FALSE,,
"""nonode@nohost_1626_883330_535995""",1,FALSE,,
"""pegjs""",1,FALSE,,
"""buildinfo""",1,FALSE,,
"""jcf""",1,FALSE,,
"""worker""",1,FALSE,,
"""obj_""",1,FALSE,,
"""zon""",1,FALSE,,
"""venv""",1,FALSE,,
"""indexignore""",1,FALSE,,
"""tilt-support""",1,FALSE,,
"""tiltignore""",1,FALSE,,
"""err""",1,FALSE,,
"""sd~""",1,FALSE,,
"""se~""",1,FALSE,,
"""sf~""",1,FALSE,,
"""sg~""",1,FALSE,,
"""si~""",1,FALSE,,
"""sj~""",1,FALSE,,
"""sk~""",1,FALSE,,
"""sl~""",1,FALSE,,
"""sm~""",1,FALSE,,
"""sn~""",1,FALSE,,
"""so~""",1,FALSE,,
"""sp~""",1,FALSE,,
"""sq~""",1,FALSE,,
"""sr~""",1,FALSE,,
"""ss~""",1,FALSE,,
"""st~""",1,FALSE,,
"""su~""",1,FALSE,,
"""sv~""",1,FALSE,,
"""sw~""",1,FALSE,,
"""sx~""",1,FALSE,,
"""sy~""",1,FALSE,,
"""sz~""",1,FALSE,,
"""catalogd""",1,FALSE,,
"""operator-controller""",1,FALSE,,
"""oh-my-zsh""",1,FALSE,,
"""custom""",1,FALSE,,
"""yamlfmt""",1,FALSE,,
"""zsh-template""",1,FALSE,,
"""spl""",1,FALSE,,
"""hintrc""",1,FALSE,,
"""debian""",1,FALSE,,
"""termux""",1,FALSE,,
"""cursor-updates""",1,FALSE,,
"""buckconfig""",1,FALSE,,
"""shiprc""",1,FALSE,,
"""compiledcssrc""",1,FALSE,,
"""mypy-stubtest-allowlist""",1,FALSE,,
"""typedoc-plugin-versions""",1,FALSE,,
"""customjsx""",1,FALSE,,
"""sidebarignore""",1,FALSE,,
"""expr""",1,FALSE,,
"""last_build_id""",1,FALSE,,
"""isl""",1,FALSE,,
"""post""",1,FALSE,,
"""un~""",1,FALSE,,
"""testexecutionlistener""",1,FALSE,,
"""dockerfileignore""",1,FALSE,,
"""torchidx""",1,FALSE,,
"""lst""",1,FALSE,,
"""ethtest""",1,FALSE,,
"""huskyrc""",1,FALSE,,
"""cov""",1,FALSE,,
"""natjmc""",1,FALSE,,
"""m1""",1,FALSE,,
"""names""",1,FALSE,,
"""geojson""",1,FALSE,,
"""lnx""",1,FALSE,,
"""ext""",1,FALSE,,
"""css__tmpl__""",1,FALSE,,
"""capdef""",1,FALSE,,
"""evm""",1,FALSE,,
"""blend""",1,FALSE,,
"""txt~""",1,FALSE,,
"""vsidx""",1,FALSE,,
"""suo""",1,FALSE,,
"""twb""",1,FALSE,,
"""bed""",1,FALSE,,
"""c2t""",1,FALSE,,
"""json#""",1,FALSE,,
"""bckp""",1,FALSE,,
"""cl""",1,FALSE,,
"""py """,1,FALSE,,
"""nsi""",1,FALSE,,
"""yml~""",1,FALSE,,
"""id""",1,FALSE,,
"""xexmhzlx""",1,FALSE,,
"""xavaiynx""",1,FALSE,,
"""xpfwaksx""",1,FALSE,,
"""spirv""",1,FALSE,,
"""sqlfluff""",1,FALSE,,
"""jupyterlab-workspace""",1,FALSE,,
"""mfd""",1,FALSE,,
"""vrt""",1,FALSE,,
"""geotiff""",1,FALSE,,
"""gitingore""",1,FALSE,,
"""actual""",1,FALSE,,
"""inputactions""",1,FALSE,,
"""physicmaterial""",1,FALSE,,
"""lldbinit""",1,FALSE,,
"""rsp""",1,FALSE,,
"""10""",1,FALSE,,
"""1step""",1,FALSE,,
"""unconverged""",1,FALSE,,
"""sic""",1,FALSE,,
"""replicate123""",1,FALSE,,
"""const""",1,FALSE,,
"""uniform""",1,FALSE,,
"""pbs""",1,FALSE,,
"""local_version""",1,FALSE,,
"""oh""",1,FALSE,,
"""mlmd""",1,FALSE,,
"""mden""",1,FALSE,,
"""parm7""",1,FALSE,,
"""h4o3""",1,FALSE,,
"""p42nmc""",1,FALSE,,
"""replace""",1,FALSE,,
"""vdw""",1,FALSE,,
"""ch4""",1,FALSE,,
"""ener""",1,FALSE,,
"""dup""",1,FALSE,,
"""v4""",1,FALSE,,
"""v6""",1,FALSE,,
"""fail""",1,FALSE,,
"""abnormal""",1,FALSE,,
"""hsd""",1,FALSE,,
"""nostress""",1,FALSE,,
"""si""",1,FALSE,,
"""v341""",1,FALSE,,
"""spout""",1,FALSE,,
"""ch4-noforcestress""",1,FALSE,,
"""partpert""",1,FALSE,,
"""relax""",1,FALSE,,
"""scf""",1,FALSE,,
"""err1""",1,FALSE,,
"""err2""",1,FALSE,,
"""nspin2""",1,FALSE,,
"""h2o""",1,FALSE,,
"""str""",1,FALSE,,
"""gaussianfchk""",1,FALSE,,
"""stylintrc""",1,FALSE,,
"""mintignore""",1,FALSE,,
"""bmad-lock""",1,FALSE,,
"""bmad-version""",1,FALSE,,
"""template_version""",1,FALSE,,
"""g4""",1,FALSE,,
"""cpuprofile""",1,FALSE,,
"""skill""",1,FALSE,,
"""sync_state""",1,FALSE,,
"""actrc""",1,FALSE,,
"""act""",1,FALSE,,
"""pubignore""",1,FALSE,,
"""renviron""",1,FALSE,,
"""debug""",1,FALSE,,
"""mount""",1,FALSE,,
"""net""",1,FALSE,,
"""claudeignore""",1,FALSE,,
"""pkpass""",1,FALSE,,
"""jshintignore""",1,FALSE,,
"""crx""",1,FALSE,,
"""keystore""",1,FALSE,,
"""testing""",1,FALSE,,
"""env_example""",1,FALSE,,
"""syncignore""",1,FALSE,,
"""liz""",1,FALSE,,
"""repomixignore""",1,FALSE,,
"""revision""",1,FALSE,,
"""fxcop""",1,FALSE,,
"""stylecop""",1,FALSE,,
"""novywave""",1,FALSE,,
"""tokeignore""",1,FALSE,,
"""ttc""",1,FALSE,,
"""nuke""",1,FALSE,,
"""novywave_global""",1,FALSE,,
"""spade""",1,FALSE,,
"""novywave_global_example""",1,FALSE,,
"""sig""",1,FALSE,,
"""sba""",1,FALSE,,
"""weblate""",1,FALSE,,
"""flutter-version""",1,FALSE,,
"""manage-api""",1,FALSE,,
"""manage-ui""",1,FALSE,,
"""migrate""",1,FALSE,,
"""run-api""",1,FALSE,,
"""ver""",1,FALSE,,
"""devcontainer""",1,FALSE,,
"""dxtignore""",1,FALSE,,
"""afdesign""",1,FALSE,,
"""forceignore""",1,FALSE,,
"""apex""",1,FALSE,,
"""soql""",1,FALSE,,
"""manage-api-test""",1,FALSE,,
"""mcpb""",1,FALSE,,
"""2021-06-25-04""",1,FALSE,,
"""snapshot""",1,FALSE,,
"""tpattributes""",1,FALSE,,
"""am""",1,FALSE,,
"""trans""",1,FALSE,,
"""gitfolder""",1,FALSE,,
"""hidden_file""",1,FALSE,,
"""hidden_ro_file""",1,FALSE,,
"""proxy""",1,FALSE,,
"""bc""",1,FALSE,,
"""ralph-last-branch""",1,FALSE,,
"""manage-ui-test""",1,FALSE,,
"""dvcignore""",1,FALSE,,
"""agents-api""",1,FALSE,,
"""agents-manage-ui""",1,FALSE,,
"""agents-migrate""",1,FALSE,,
"""dcignore""",1,FALSE,,
"""agent""",1,FALSE,,
"""bad-directory""",1,FALSE,,
"""bad-dns""",1,FALSE,,
"""bad-perms""",1,FALSE,,
"""empty-domain""",1,FALSE,,
"""multi-example""",1,FALSE,,
"""renewal-example""",1,FALSE,,
"""remote1""",1,FALSE,,
"""remote2""",1,FALSE,,
"""bad-hmac""",1,FALSE,,
"""cron""",1,FALSE,,
"""pm""",1,FALSE,,
"""bash_logout""",1,FALSE,,
"""cvsrc""",1,FALSE,,
"""cvswrappers""",1,FALSE,,
"""digrc""",1,FALSE,,
"""gnomerc""",1,FALSE,,
"""jedrc""",1,FALSE,,
"""platform""",1,FALSE,,
"""signature""",1,FALSE,,
"""signatures""",1,FALSE,,
"""slrnrc""",1,FALSE,,
"""tidyrc""",1,FALSE,,
"""epf""",1,FALSE,,
"""sublime-keymap""",1,FALSE,,
"""sbtconfig""",1,FALSE,,
"""curlrc""",1,FALSE,,
"""brewfile""",1,FALSE,,
"""wflow""",1,FALSE,,
"""sleep""",1,FALSE,,
"""wakeup""",1,FALSE,,
"""direnvrc""",1,FALSE,,
"""ismp""",1,FALSE,,
"""lfsconfig""",1,FALSE,,
"""cppclean""",1,FALSE,,
"""global""",1,FALSE,,
"""lnk""",1,FALSE,,
"""hint""",1,FALSE,,
"""vcxitems""",1,FALSE,,
"""vsdx""",1,FALSE,,
"""bionic""",1,FALSE,,
"""jessie""",1,FALSE,,
"""trusty""",1,FALSE,,
"""xenial""",1,FALSE,,
