extension,file_count,will_include,grouping,description
"""zesty""",1,FALSE,,
"""buster""",1,FALSE,,
"""stretch""",1,FALSE,,
"""ks""",1,FALSE,,
"""hj""",1,FALSE,,
"""psd1""",1,FALSE,,
"""scriban""",1,FALSE,,
"""gvimrc""",1,FALSE,,
"""jax""",1,FALSE,,
"""git""",1,FALSE,,
"""macrc""",1,FALSE,,
"""sshrc""",1,FALSE,,
"""back""",1,FALSE,,
"""aliases""",1,FALSE,,
"""asdfrc""",1,FALSE,,
"""terraformrc""",1,FALSE,,
"""gitgnore""",1,FALSE,,
"""default-npm-packages""",1,FALSE,,
"""stamp""",1,FALSE,,
"""secret_key""",1,FALSE,,
"""hlxignore""",1,FALSE,,
"""valgrindrc""",1,FALSE,,
"""supp""",1,FALSE,,
"""swiftformat""",1,FALSE,,
"""modulemap""",1,FALSE,,
"""tcsh""",1,FALSE,,
"""tcshrc""",1,FALSE,,
"""shade""",1,FALSE,,
"""ruby-gemset""",1,FALSE,,
"""aiignore""",1,FALSE,,
"""aux""",1,FALSE,,
"""bbl""",1,FALSE,,
"""blg""",1,FALSE,,
"""fdb_latexmk""",1,FALSE,,
"""fls""",1,FALSE,,
"""toc""",1,FALSE,,
"""xdv""",1,FALSE,,
"""20260118t012104""",1,FALSE,,
"""20260118t034757""",1,FALSE,,
"""json~head""",1,FALSE,,
"""20260119t120927""",1,FALSE,,
"""xproj~head_0""",1,FALSE,,
""" moved tests, namespace renames_0""",1,FALSE,,
"""20260122t094609""",1,FALSE,,
"""20260122t094705""",1,FALSE,,
"""20260125t045406""",1,FALSE,,
"""20260125t170537""",1,FALSE,,
"""20260207t195312""",1,FALSE,,
"""part1""",1,FALSE,,
"""part2""",1,FALSE,,
"""asax""",1,FALSE,,
"""items""",1,FALSE,,
"""ai-tools""",1,FALSE,,
"""dcproj""",1,FALSE,,
"""pubxml""",1,FALSE,,
"""amd""",1,FALSE,,
"""torch280""",1,FALSE,,
"""slnf""",1,FALSE,,
"""plzconfig""",1,FALSE,,
"""code-snippets""",1,FALSE,,
"""plz""",1,FALSE,,
"""sqlite-shm""",1,FALSE,,
"""sqlite-wal""",1,FALSE,,
"""gitrepo""",1,FALSE,,
"""alloy""",1,FALSE,,
"""jest-config""",1,FALSE,,
"""td""",1,FALSE,,
"""lintignore""",1,FALSE,,
"""ogv""",1,FALSE,,
"""zombie-do-not-use""",1,FALSE,,
"""test-skip""",1,FALSE,,
"""migrated""",1,FALSE,,
"""safe""",1,FALSE,,
"""libyaml""",1,FALSE,,
"""o""",1,FALSE,,
"""slice""",1,FALSE,,
"""shellspec""",1,FALSE,,
"""inner""",1,FALSE,,
"""lg-redirect-sysext""",1,FALSE,,
"""js~4256e7ec (flow)""",1,FALSE,,
"""skip_should_compile_all""",1,FALSE,,
"""ansi""",1,FALSE,,
"""six""",1,FALSE,,
"""ci_alpine_local""",1,FALSE,,
"""ogg""",1,FALSE,,
"""markdownlintrc""",1,FALSE,,
"""vars""",1,FALSE,,
"""a""",1,FALSE,,
"""invalid""",1,FALSE,,
"""drc""",1,FALSE,,
"""test_durations""",1,FALSE,,
"""datastore""",1,FALSE,,
"""firebase""",1,FALSE,,
"""tgz""",1,FALSE,,
"""lint_bash""",1,FALSE,,
"""mlyp""",1,FALSE,,
"""playwright""",1,FALSE,,
"""docfiles""",1,FALSE,,
"""copy-sources""",1,FALSE,,
"""ocamlformat""",1,FALSE,,
"""ocamlformat-enable""",1,FALSE,,
"""csh""",1,FALSE,,
"""zi""",1,FALSE,,
"""apache2""",1,FALSE,,
"""mit""",1,FALSE,,
"""best_binaries""",1,FALSE,,
"""compilerlibs""",1,FALSE,,
"""toside""",1,FALSE,,
"""config_if_required""",1,FALSE,,
"""cmmpp""",1,FALSE,,
"""best_ocamldoc""",1,FALSE,,
"""sexp""",1,FALSE,,
"""ml_""",1,FALSE,,
"""tsdl""",1,FALSE,,
"""env-non-dev""",1,FALSE,,
"""messages""",1,FALSE,,
"""mdflx""",1,FALSE,,
"""generator""",1,FALSE,,
"""hdfs""",1,FALSE,,
"""bug""",1,FALSE,,
"""slf4jserviceprovider""",1,FALSE,,
"""expect-output""",1,FALSE,,
"""smt2""",1,FALSE,,
"""batch""",1,FALSE,,
"""streaming""",1,FALSE,,
"""coverageignore""",1,FALSE,,
"""slt """,1,FALSE,,
"""snapshotter""",1,FALSE,,
"""common-jst""",1,FALSE,,
"""ldif""",1,FALSE,,
"""reference~""",1,FALSE,,
"""ocamlformat-ignore""",1,FALSE,,
"""ocaml-bin""",1,FALSE,,
"""ocamldebug""",1,FALSE,,
"""new-messages""",1,FALSE,,
"""corrected""",1,FALSE,,
"""2-to-review""",1,FALSE,,
"""tsl""",1,FALSE,,
"""common-ox""",1,FALSE,,
"""modules""",1,FALSE,,
"""no-optimized-probes""",1,FALSE,,
"""optimized-probes""",1,FALSE,,
"""git-lock""",1,FALSE,,
"""cmp""",1,FALSE,,
"""design""",1,FALSE,,
"""thrift""",1,FALSE,,
"""bz2""",1,FALSE,,
"""tldr""",1,FALSE,,
"""rs:3213:21""",1,FALSE,,
"""test_skip""",1,FALSE,,
"""wal""",1,FALSE,,
"""ntdef""",1,FALSE,,
"""sid""",1,FALSE,,
"""focal""",1,FALSE,,
"""jammy""",1,FALSE,,
"""lss""",1,FALSE,,
"""resx""",1,FALSE,,
"""r2rmap""",1,FALSE,,
"""dbg""",1,FALSE,,
"""bookworm""",1,FALSE,,
"""noble""",1,FALSE,,
"""pdz""",1,FALSE,,
"""m4a""",1,FALSE,,
"""mov""",1,FALSE,,
"""bmp""",1,FALSE,,
