group,metric,delay,n_repos,mean_pre,mean_post,mean_diff,median_diff,t_stat,p_value,significant,period
Python,gross_churn,2,49,1529.3119743727489,4066.809205366971,2537.4972309942223,53.00267379679144,1.1283590325433286,0.26477663325742634,False,weeks
Python,net_added,2,49,840.6723870406413,1110.186752328419,269.5143652877777,40.5,1.1786270946697632,0.24435654403416385,False,weeks
Python,net_removed,2,49,192.8526417598266,2376.3428339026636,2183.490192142837,10.0,0.9751553840277676,0.3343722452653602,False,weeks
Python,net_negative_commits,2,49,-647.8197452808148,1266.1560815742446,1913.975826855059,-52.47805642633229,0.8449701586988768,0.4023196748612496,False,weeks
Python,add_delete_ratio,2,49,55.62089867968196,14.801931626864187,-40.81896705281777,1.4667274905491978,-1.6708295970367402,0.10126399888220924,False,weeks
Python,total_commits,2,49,7.494810874557675,8.14464721859816,0.6498363440404848,0.1875,0.5465183075240975,0.5872413400775057,False,weeks
Python,files_touched_per_commit,2,49,2.375406523471998,39.40874636380614,37.03333984033414,0.18495297805642633,1.0126940816717553,0.3162840465150289,False,weeks
Rust,gross_churn,2,8,4461.958896636042,4428.1736535523305,-33.78524308371146,-387.64067550096956,-0.04067569618794574,0.9686902761421912,False,weeks
Rust,net_added,2,8,2223.0287355575633,2036.6255490832696,-186.4031864742936,-345.3010578451755,-0.33170885747750906,0.7498193617010306,False,weeks
Rust,net_removed,2,8,338.57614335432913,403.7035586962057,65.12741534187663,24.123461321287408,0.4344708520024417,0.677024696899738,False,weeks
Rust,net_negative_commits,2,8,-1884.4525922032342,-1632.921990387064,251.53060181617025,354.58734647705234,0.4404714634401306,0.672876885334222,False,weeks
Rust,add_delete_ratio,2,8,268.506917909497,4.935202922309392,-263.57171498718765,-0.6728464067403923,-1.002310261755741,0.34957513080909663,False,weeks
Rust,total_commits,2,8,15.930674795696376,15.515911478227656,-0.4147633174687212,0.8120415390236362,-0.15988410339290415,0.8774881364930744,False,weeks
Rust,files_touched_per_commit,2,8,6.6259284839577735,6.595953785075788,-0.029974698881985756,-0.3437207806390634,-0.01459491044126477,0.9887626244473923,False,weeks
HTML,gross_churn,2,34,356.62999348903037,609.4227948213705,252.7928013323401,2.1686507936507935,0.9919729413263378,0.3284289924896273,False,weeks
HTML,net_added,2,34,276.17632169418584,209.75277605852972,-66.42354563565617,0.0,-0.5310371639939316,0.5989492916720591,False,weeks
HTML,net_removed,2,34,43.85859240526681,381.20832999686166,337.3497375915948,0.0,1.165297341389702,0.2522529041032975,False,weeks
HTML,net_negative_commits,2,34,-232.31772928891908,171.455553938332,403.773283227251,0.0,1.0779867848181868,0.2888567491344349,False,weeks
HTML,add_delete_ratio,2,34,214.22799442471103,14.525223635326295,-199.70277078938474,-0.028846153846153848,-1.0197819666676395,0.31525027951258133,False,weeks
HTML,total_commits,2,34,0.5425241811431915,0.5788233631717906,0.03629918202859917,0.028237902699882616,0.1942536156083504,0.8471681995834601,False,weeks
HTML,files_touched_per_commit,2,34,1.1257157879800757,0.8750957857225147,-0.2506200022575612,-0.02750925545043192,-1.0482447025718384,0.30214287732715717,False,weeks
Go,gross_churn,2,13,1829.537856981728,1902.9011859900506,73.36332900832289,-229.03076923076924,0.13179390650280878,0.8973312566035199,False,weeks
Go,net_added,2,13,1136.828445735406,778.1176211402327,-358.7108245951732,-97.4230769230769,-0.8564076583787984,0.40854877773868403,False,weeks
Go,net_removed,2,13,58.60650428756764,507.95315645892566,449.346652171358,7.8,1.805049716578285,0.09620136987292585,True,weeks
Go,net_negative_commits,2,13,-1078.2219414478384,-270.1644646813072,808.0574767665313,68.30769230769226,1.2482158888505155,0.23575776116227998,False,weeks
Go,add_delete_ratio,2,13,93.76388103455125,14.74620444063204,-79.01767659391922,-0.42326451764449846,-0.9586332195866437,0.35666042679579096,False,weeks
Go,total_commits,2,13,5.553884926925359,4.541467747857326,-1.012417179068033,-0.20320855614973254,-0.7166566483516429,0.48730035141918854,False,weeks
Go,files_touched_per_commit,2,13,3.6395114760702616,4.6658769374881945,1.0263654614179343,-0.13040234338311318,0.8139327240464328,0.431538677695418,False,weeks
Java,gross_churn,2,7,895.505304945651,661.2006802721089,-234.3046246735421,-12.166666666666666,-0.6745737708313145,0.525071756212383,False,weeks
Java,net_added,2,7,408.36095921796385,325.46640555211985,-82.89455366584403,-1.2532258064516117,-0.32472714733462943,0.7564109181818242,False,weeks
Java,net_removed,2,7,127.65102588124743,31.91527176527177,-95.7357541159757,-78.36940298507463,-2.7217576239257153,0.034562025630480456,True,weeks
Java,net_negative_commits,2,7,-280.70993333671646,-293.5511337868481,-12.841200450131666,-71.359565807327,-0.05480183319601017,0.9580755650000121,False,weeks
Java,add_delete_ratio,2,7,9.392730107158442,24.68828751606355,15.295557408905108,0.1414210557166684,0.9655792068731393,0.37154434791379654,False,weeks
Java,total_commits,2,7,3.6791769120485656,2.848435889507318,-0.830741022541248,-0.6321212121212121,-1.0625384820202188,0.32887474238260417,False,weeks
Java,files_touched_per_commit,2,7,4.1654240125375415,2.746889386420199,-1.4185346261173426,-0.6842828282828286,-1.1653163332195347,0.2881184652626227,False,weeks
Bash,gross_churn,2,57,52.64368818266568,68.28395377161111,15.640265588945434,4.1869565217391305,0.8442648823357068,0.4021137395796624,False,weeks
Bash,net_added,2,57,32.639555551408726,37.03127435493215,4.391718803523432,4.84,0.45314493797230637,0.6521953469767922,False,weeks
Bash,net_removed,2,57,10.434853602422734,18.589597268167577,8.154743665744846,0.0,0.866688596878596,0.38981106276773037,False,weeks
Bash,net_negative_commits,2,57,-22.204701948985985,-18.441677086764578,3.7630248622214135,-0.7358803986710963,0.35321786935562804,0.7252513221404845,False,weeks
Bash,add_delete_ratio,2,57,11.29076858517632,12.183428568257737,0.8926599830814174,2.1385585902815194,0.17667286626684256,0.8604027657355839,False,weeks
Bash,total_commits,2,57,0.7465691806270499,0.8175780729083522,0.07100889228130199,0.06666666666666665,0.536747746520289,0.5935680067849269,False,weeks
Bash,files_touched_per_commit,2,57,0.5717987363560426,0.5873855839145904,0.015586847558547895,0.06774193548387097,0.20139580089107859,0.8411188616100892,False,weeks
C,gross_churn,2,15,1300.469988037147,787.7436798061659,-512.7263082309811,1.2884012539184955,-0.908635468772753,0.3789189346120041,False,weeks
C,net_added,2,15,399.2543505627063,240.21330602224376,-159.04104454046256,-0.10576923076923078,-1.062635045421297,0.3059344973580926,False,weeks
C,net_removed,2,15,148.72668314656704,327.7425015128241,179.0158183662571,1.2857142857142858,0.6125137040667609,0.5500181477451596,False,weeks
C,net_negative_commits,2,15,-250.52766741613925,87.52919549058035,338.0568629067195,1.2857142857142858,0.7986541660672183,0.43783039322366524,False,weeks
C,add_delete_ratio,2,15,2.2777622499183816,36.6724708319381,34.39470858201972,0.12127976190476192,1.129092164240171,0.2778351162758024,False,weeks
C,total_commits,2,15,3.003691471933978,3.2915058980075664,0.28781442607358854,0.14285714285714285,0.6034502116513346,0.5558606878321152,False,weeks
C,files_touched_per_commit,2,15,1.4996506296176482,1.753545830299086,0.2538952006814379,0.14285714285714285,0.6031086305794836,0.5560815351753895,False,weeks
Dart,gross_churn,2,6,529.3100801282052,1165.463943001443,636.1538628732379,-23.286439393939347,1.0293095382179267,0.3505281183288574,False,weeks
Dart,net_added,2,6,214.67723604826548,506.9186147186147,292.24137867034926,64.68189393939393,1.2165133299301139,0.2780775519160988,False,weeks
Dart,net_removed,2,6,26.686094457013578,87.30027056277056,60.61417610575699,7.683885918003565,0.8816323037072522,0.4183350407322885,False,weeks
Dart,net_negative_commits,2,6,-187.99114159125187,-419.61834415584417,-231.62720256459227,-86.5429301948052,-1.2676657953556907,0.26074387602315924,False,weeks
Dart,add_delete_ratio,2,6,1.7072930349700102,41.53561764302264,39.82832460805263,0.8930460493179064,1.1584094000368013,0.2990155718798048,False,weeks
Dart,total_commits,2,6,2.661099170437406,5.744967532467533,3.083868362030127,0.8759382284382284,1.0721991240892421,0.3326311819316841,False,weeks
